sku_id,product_name,category,forecast_week_num,horizon_step,forecast_week_date,baseline_naive_forecast,ml_demand_forecast,projected_revenue_inr,unit_cost_inr,unit_selling_price_inr,is_promo_planned,is_holiday_planned
SKU-HOU-005,Lemon Blossom Grease-Cutting Dishwash Gel 750ml,Household Essentials,110,6,2026-02-02,228.6,279.0,43245.0,90.0,155.0,0,0
SKU-HOU-006,Lavender Aromatherapy Mosquito Repellent Vaporizer Pack,Household Essentials,110,6,2026-02-02,181.6,209.4,41670.6,120.0,199.0,0,0
SKU-GRO-001,Royal Basmati Rice 5kg,Staples & Groceries,111,7,2026-02-09,208.9,254.1,152205.9,420.0,599.0,0,0
SKU-GRO-002,Sharbati Whole Wheat Atta 10kg,Staples & Groceries,111,7,2026-02-09,274.8,346.6,150771.0,310.0,435.0,0,0
SKU-GRO-003,Cold-Pressed Mustard Oil 1L,Staples & Groceries,111,7,2026-02-09,205.1,244.5,47677.5,135.0,195.0,0,0
SKU-GRO-004,Organic Toor Dal 2kg,Staples & Groceries,111,7,2026-02-09,156.0,200.6,55165.0,190.0,275.0,0,0
SKU-GRO-005,Refined Sulphur-Free Sugar 5kg,Staples & Groceries,111,7,2026-02-09,202.7,258.0,64242.0,180.0,249.0,0,0
SKU-GRO-006,Assam Orthodox Whole Leaf Tea 500g,Staples & Groceries,111,7,2026-02-09,141.2,161.9,58284.0,240.0,360.0,0,0
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,111,7,2026-02-09,172.7,230.6,110688.0,320.0,480.0,0,0
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,111,7,2026-02-09,76.5,116.6,64013.4,360.0,549.0,0,0
SKU-BEV-003,Alphonso Mango Pulp Tin 850g,Beverages & Dairy,111,7,2026-02-09,87.9,129.1,28402.0,140.0,220.0,0,0
SKU-BEV-004,Sparkling Botanical Tonic Water 250ml,Beverages & Dairy,111,7,2026-02-09,212.0,242.4,20604.0,45.0,85.0,0,0
SKU-BEV-005,Roasted Almond Badam Milk Mix 500g,Beverages & Dairy,111,7,2026-02-09,88.3,119.8,37737.0,210.0,315.0,0,0
SKU-BEV-006,Tender Coconut Water Tetrapack 200ml (12-pk),Beverages & Dairy,111,7,2026-02-09,194.3,220.9,92778.0,280.0,420.0,0,0
SKU-SNK-001,Peri Peri Roasted Foxnut Makhana 150g,Snacks & Packaged Foods,111,7,2026-02-09,200.9,298.7,56454.3,115.0,189.0,0,0
SKU-SNK-002,Dark Chocolate Quinoa Granola 400g,Snacks & Packaged Foods,111,7,2026-02-09,188.8,200.0,69800.0,220.0,349.0,0,0
SKU-SNK-003,Multigrain Roasted Nachos 200g,Snacks & Packaged Foods,111,7,2026-02-09,264.2,286.0,28314.0,60.0,99.0,0,0
SKU-SNK-004,Handcrafted Kaju Katli Gift Box 500g,Snacks & Packaged Foods,111,7,2026-02-09,57.7,78.6,47081.4,390.0,599.0,0,0
SKU-SNK-005,Baked Oats Digestive Biscuits 300g,Snacks & Packaged Foods,111,7,2026-02-09,141.4,220.6,17648.0,50.0,80.0,0,0
SKU-SNK-006,Gourmet Salted Pistachios 250g,Snacks & Packaged Foods,111,7,2026-02-09,83.3,100.2,44088.0,290.0,440.0,0,0
SKU-PER-001,Bhringraj & Onion Hair Fall Control Shampoo 300ml,Personal Care,111,7,2026-02-09,123.9,174.3,52115.7,180.0,299.0,0,0
SKU-PER-002,Neem & Salicylic Acid Clarifying Face Wash 150ml,Personal Care,111,7,2026-02-09,145.2,229.9,48279.0,120.0,210.0,0,0
SKU-PER-003,Matte Gel Sunscreen SPF 50 PA++++ 50g,Personal Care,111,7,2026-02-09,136.3,171.8,77138.2,250.0,449.0,0,0
SKU-PER-004,Deep Cleansing Activated Bamboo Charcoal Soap 125g,Personal Care,111,7,2026-02-09,191.7,226.1,20122.9,45.0,89.0,0,0
SKU-PER-005,Cedarwood & Argan Nourishing Beard Oil 30ml,Personal Care,111,7,2026-02-09,49.9,64.1,18268.5,160.0,285.0,0,0
SKU-PER-006,Hydrating Rose Water Face Toner Mist 200ml,Personal Care,111,7,2026-02-09,126.1,139.8,27261.0,110.0,195.0,0,0
SKU-HOU-001,Citrus Herbal Anti-Bacterial Floor Cleaner 2L,Household Essentials,111,7,2026-02-09,166.7,208.4,47932.0,140.0,230.0,0,0
SKU-HOU-002,Concentrated Enzymatic Liquid Laundry Detergent 1L,Household Essentials,111,7,2026-02-09,232.0,297.9,83114.1,170.0,279.0,0,0
SKU-HOU-003,Multi-Surface Disinfectant Surface Spray 500ml,Household Essentials,111,7,2026-02-09,154.7,180.3,29749.5,95.0,165.0,0,0
SKU-HOU-004,100% Biodegradable Cornstarch Garbage Bags (30 pcs),Household Essentials,111,7,2026-02-09,233.4,293.2,41048.0,80.0,140.0,0,0
SKU-HOU-005,Lemon Blossom Grease-Cutting Dishwash Gel 750ml,Household Essentials,111,7,2026-02-09,191.8,273.7,42423.5,90.0,155.0,0,0
SKU-HOU-006,Lavender Aromatherapy Mosquito Repellent Vaporizer Pack,Household Essentials,111,7,2026-02-09,150.8,207.8,41352.2,120.0,199.0,0,0
SKU-GRO-001,Royal Basmati Rice 5kg,Staples & Groceries,112,8,2026-02-16,205.1,266.7,159753.3,420.0,599.0,0,0
SKU-GRO-002,Sharbati Whole Wheat Atta 10kg,Staples & Groceries,112,8,2026-02-16,280.1,366.6,159471.0,310.0,435.0,0,0
SKU-GRO-003,Cold-Pressed Mustard Oil 1L,Staples & Groceries,112,8,2026-02-16,152.6,242.3,47248.5,135.0,195.0,0,0
SKU-GRO-004,Organic Toor Dal 2kg,Staples & Groceries,112,8,2026-02-16,135.8,203.2,55880.0,190.0,275.0,0,0
SKU-GRO-005,Refined Sulphur-Free Sugar 5kg,Staples & Groceries,112,8,2026-02-16,261.9,289.6,72110.4,180.0,249.0,0,0
SKU-GRO-006,Assam Orthodox Whole Leaf Tea 500g,Staples & Groceries,112,8,2026-02-16,146.4,173.1,62316.0,240.0,360.0,0,0
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,112,8,2026-02-16,212.4,254.1,121968.0,320.0,480.0,0,0
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,112,8,2026-02-16,117.0,134.8,74005.2,360.0,549.0,0,0
SKU-BEV-003,Alphonso Mango Pulp Tin 850g,Beverages & Dairy,112,8,2026-02-16,30.9,116.1,25542.0,140.0,220.0,0,0
SKU-BEV-004,Sparkling Botanical Tonic Water 250ml,Beverages & Dairy,112,8,2026-02-16,187.2,251.7,21394.5,45.0,85.0,0,0
SKU-BEV-005,Roasted Almond Badam Milk Mix 500g,Beverages & Dairy,112,8,2026-02-16,80.8,121.6,38304.0,210.0,315.0,0,0
SKU-BEV-006,Tender Coconut Water Tetrapack 200ml (12-pk),Beverages & Dairy,112,8,2026-02-16,144.8,219.1,92022.0,280.0,420.0,0,0
SKU-SNK-001,Peri Peri Roasted Foxnut Makhana 150g,Snacks & Packaged Foods,112,8,2026-02-16,254.1,322.7,60990.3,115.0,189.0,0,0
SKU-SNK-002,Dark Chocolate Quinoa Granola 400g,Snacks & Packaged Foods,112,8,2026-02-16,105.6,184.9,64530.1,220.0,349.0,0,0
SKU-SNK-003,Multigrain Roasted Nachos 200g,Snacks & Packaged Foods,112,8,2026-02-16,353.5,330.9,32759.1,60.0,99.0,0,0
SKU-SNK-004,Handcrafted Kaju Katli Gift Box 500g,Snacks & Packaged Foods,112,8,2026-02-16,32.9,71.1,42588.9,390.0,599.0,0,0
SKU-SNK-005,Baked Oats Digestive Biscuits 300g,Snacks & Packaged Foods,112,8,2026-02-16,196.2,240.5,19240.0,50.0,80.0,0,0
SKU-SNK-006,Gourmet Salted Pistachios 250g,Snacks & Packaged Foods,112,8,2026-02-16,73.6,100.6,44264.0,290.0,440.0,0,0
SKU-PER-001,Bhringraj & Onion Hair Fall Control Shampoo 300ml,Personal Care,112,8,2026-02-16,132.2,183.4,54836.6,180.0,299.0,0,0
SKU-PER-002,Neem & Salicylic Acid Clarifying Face Wash 150ml,Personal Care,112,8,2026-02-16,139.2,232.0,48720.0,120.0,210.0,0,0
SKU-PER-003,Matte Gel Sunscreen SPF 50 PA++++ 50g,Personal Care,112,8,2026-02-16,172.3,194.5,87330.5,250.0,449.0,0,0
SKU-PER-004,Deep Cleansing Activated Bamboo Charcoal Soap 125g,Personal Care,112,8,2026-02-16,144.4,224.0,19936.0,45.0,89.0,0,0
SKU-PER-005,Cedarwood & Argan Nourishing Beard Oil 30ml,Personal Care,112,8,2026-02-16,52.1,69.0,19665.0,160.0,285.0,0,0
SKU-PER-006,Hydrating Rose Water Face Toner Mist 200ml,Personal Care,112,8,2026-02-16,130.6,148.5,28957.5,110.0,195.0,0,0
SKU-HOU-001,Citrus Herbal Anti-Bacterial Floor Cleaner 2L,Household Essentials,112,8,2026-02-16,168.2,220.0,50600.0,140.0,230.0,0,0
SKU-HOU-002,Concentrated Enzymatic Liquid Laundry Detergent 1L,Household Essentials,112,8,2026-02-16,198.2,299.5,83560.5,170.0,279.0,0,0
SKU-HOU-003,Multi-Surface Disinfectant Surface Spray 500ml,Household Essentials,112,8,2026-02-16,95.4,170.0,28050.0,95.0,165.0,0,0
SKU-HOU-004,100% Biodegradable Cornstarch Garbage Bags (30 pcs),Household Essentials,112,8,2026-02-16,213.9,299.6,41944.0,80.0,140.0,0,0
SKU-HOU-005,Lemon Blossom Grease-Cutting Dishwash Gel 750ml,Household Essentials,112,8,2026-02-16,197.1,284.6,44113.0,90.0,155.0,0,0
SKU-HOU-006,Lavender Aromatherapy Mosquito Repellent Vaporizer Pack,Household Essentials,112,8,2026-02-16,159.8,218.4,43461.6,120.0,199.0,0,0
